Parameters,Average Fitness
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4106.666666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4092.0
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4121.666666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3958.5333333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3986.6666666666665
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3983.6666666666665
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4100.4
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4123.6
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4081.8
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4080.5333333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4084.6666666666665
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4060.5333333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4061.866666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4092.3333333333335
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4087.0666666666666
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4116.533333333334
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4107.866666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4023.6
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4010.4
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3990.866666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4083.4
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4103.2
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4095.4666666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4118.6
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4094.4666666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4119.133333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4111.333333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4110.6
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4121.333333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4032.6
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4012.9333333333334
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4109.066666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3976.6666666666665
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4104.533333333334
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4094.0666666666666
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4113.066666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4077.3333333333335
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4078.3333333333335
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4115.8
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4005.2
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4067.4
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4103.733333333334
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3953.866666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4038.0666666666666
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3981.133333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4113.133333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4050.866666666667
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4098.0
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4069.4
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4076.733333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4068.4666666666667
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4055.8
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4071.866666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4009.733333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4107.666666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4114.0
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4061.8
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4062.6666666666665
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4008.3333333333335
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4035.2
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4080.733333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4008.733333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4084.6666666666665
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4104.066666666667
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4120.866666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 100), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3988.4
